id,airdate,episode_number,image_path,name,season,synopsis
565,2015-02-08,565,/episode/565.webp,Walking Big & Tall,26,"Marge tries to get Homer to lose weight. But instead, he finds a support group that encourages him to embrace his largeness. The subplot is that Springfield has an anthem that every American city had dibs on it, so Bart and Lisa plan to write a new anthem."
566,2015-02-15,566,/episode/566.webp,My Fare Lady,26,"Marge assigns a list of places for her and Homer to drive the kids around Springfield. However, Homer backs out of the chore and sneaks off to Moe's, leaving Marge to drive the kids by herself. Marge drives Bart to his baseball game, Lisa to her band rehearsal, and Maggie to several birthday parties."
567,2015-03-01,567,/episode/567.webp,The Princess Guide,26,
568,2015-03-08,568,/episode/568.webp,Sky Police,26,
569,2015-03-15,569,/episode/569.webp,Waiting for Duffman,26,
570,2015-04-19,570,/episode/570.webp,Peeping Mom,26,"Bart gives false information about his participation in a bulldozer crash, so Marge plans to pursue and punishes Bart for 45 days everywhere until he tells the truth. Meanwhile, Homer ignores Santa's Little Helper when Flanders gets a new dog."
571,2015-04-26,571,/episode/571.webp,The Kids Are All Fight,26,"When Homer gets an old film roll developed, the family takes a trip down memory lane to see the origins of how Bart and Lisa first started getting along with each other."
572,2015-05-03,572,/episode/572.webp,Let's Go Fly a Coot,26,"The Simpsons learn about Grampa's stories in the Air Force. Also, in order to impress Milhouse's Dutch cousin Annika, Bart plans to smoke electronic cigarettes."
573,2015-05-10,573,/episode/573.webp,Bull-E,26,"After Bart gets bullied at the school dance, Marge convinces the town to pass anti-bullying legislation. Homer then gets arrested and sent to rehab for bullying Ned, only to subsequently leave rehab as a hero."
574,2015-05-17,574,/episode/574.webp,Mathlete's Feat,26,"When a modernized Springfield Elementary has a technical meltdown, Lisa transforms it into a Waldorf school. Meanwhile, Groundskeeper Willie becomes the coach of the mathletes. When Lisa and the other kids on the Springfield Elementary Mathlympics Team compete against Waverly Hills Elementary, they instantly get help from a natural genius who uses ancient techniques to compute geometric figures and helps the Mathletes."
575,2015-09-27,575,/episode/575.webp,Every Man's Dream,27,"Homer is diagnosed with narcolepsy, but instead of getting his prescription medication, he comes home drunk. Homer and Marge visit a marriage counselor and have a trial separation, during which Homer begins dating a twenty something pharmacist, something that he soon regrets."
576,2015-10-04,576,/episode/576.webp,Cue Detective,27,"Scotty Boom, a Chew Network super-chef, challenges Homer to a smoke-off. But when someone steals Homer’s secret gadget – a smoker he purchased from a mysterious man at a barbecue shack – Lisa and Bart are on the case."
577,2015-10-11,577,/episode/577.webp,Puffless,27,"After learning that their father really died of lung cancer, Selma and Patty agree to quit smoking. When Selma relapses, Patty moves in with Marge and Homer. Meanwhile, Maggie finds animals on the roof and befriends them."
578,2015-10-18,578,/episode/578.webp,Halloween of Horror,27,"When Lisa becomes frightened at the Krustyland Halloween Horror Night, Homer is forced to take down his Everscream Terrors decorations. Halloween pop-up employees seek vengeance on Homer for causing them to lose their jobs, and rob the family house while Homer and Lisa take shelter in the attic. Homer and Lisa light the stored holiday decorations to attract attention and stand up to the intruders. Meanwhile, Marge takes Bart out for trick-or-treating only to discover that it is too late."
579,2015-10-25,579,/episode/579.webp,Treehouse of Horror XXVI,27,"Wanted: Dead, Then Alive - Sideshow Bob finally kills Bart, but he is uncertain about what to do with his life after completing his mission, so he repeatedly brings Bart back to life just to kill him."
580,,580,/episode/580.webp,Friend with Benefit,27,"Lisa makes a new pal at school named Harper, whose internet billionaire father becomes buddies with a different Simpson: Homer. Soon, though, Lisa becomes worried that Harper is a little too entitled."
581,2015-11-22,581,/episode/581.webp,"Lisa with an ""S""",27,"When Homer loses $5,000 at a poker game with Broadway legend Laney Fontaine, the only way he is able to settle the bet is if he loans Lisa to Laney for a month. Laney turns Lisa into a showbiz kid, and Marge and Homer fear they made a mistake letting her go."
582,,582,/episode/582.webp,Paths of Glory,27,"Lisa sets out to restore the tarnished reputation of Springfield’s first female inventor. To locate her invention, she scours an abandoned asylum and a restaurant that caters to men. Bart joins Lisa at the asylum, stealing one of the homicidal patient’s notebooks, and bragging to the boys at school that he wrote the entries himself. This revelation causes Homer and Marge to believe he is a sociopath, which Bart decides to use to his advantage until matters go too far."
583,2015-12-13,583,/episode/583.webp,Barthood,27,"Bart’s coming of age story, a la “Boyhood”, chronicles his life from six years old to his time as an accomplished young man. Along the way, his tense relationship with Homer, an overly uncaring version of himself, and Lisa, who overshadows him in every way possible shape Bart more than he realizes."
584,,584,/episode/584.webp,The Girl Code,27,"After a photo Marge posts on social media gets Homer fired, he returns to the best job he ever had, a dishwasher at a Greek restaurant. This same post inspires Lisa to code an app that predicts the real-life consequences of anything you post online, only to create sentient artificial intelligence."
585,,585,/episode/585.webp,Teenage Mutant Milk-caused Hurdles,27,"A new teacher named Carol Berrera (guest voice Sofia Vergara) arrives at Springfield Elementary, and a smitten Bart attempts to win her over."
586,,586,/episode/586.webp,Much Apu About Something,27,"Sanjay passes his stake in the Kwik-E-Mart to his millennial son, Jay, who turns it into a hip, health food market against Apu’s insistence on tradition. Bart, whom Homer had convinced to give up pranking, is called upon to return to his trickster life and take down the new store. "
587,2016-02-14,587,/episode/587.webp,Love Is in the N2-O2-Ar-CO2-Ne-He-CH4,27,"Lonesome Professor Frink uses science to turn himself into a man whom women find attractive. Then, overwhelmed by the attention, he invents an algorithm to perfectly pair the lonely men and women of Springfield, realizing that scientific exploration is his true love. Meanwhile, Marge, Bart, and Lisa visit Grampa for Valentine’s Day and try to rescue the occupants from a drug-induced hallucination that allows them to relive their happiest memories."
588,2016-02-21,588,/episode/588.webp,Gal of Constant Sorrow,27,"After Bart accidentally sends a sweet homeless woman's cart into the river, he allows the vagabond to live in his closet for a small fee. When Lisa discovers that the woman is an incredible folk singer, she offers her own closet and plans a concert, only to be disappointed by Hettie's surprising substance abuse and violent nature. Meanwhile, Homer tries to prove that he is handy, but accidentally traps the cat in the walls of the house."
589,2016-03-06,589,/episode/589.webp,Lisa the Veterinarian,27,"After performing CPR on a tased raccoon, Lisa discovers her calling to be veterinarian and becomes an intern at the local office, but learns a tough lesson when her neglected class hamster dies. Meanwhile, Marge moonlights as a crime scene cleaner for a little extra money, and the trauma of the gory scenes make her increasingly dead inside."
590,2016-03-13,590,/episode/590.webp,The Marge-ian Chronicles,27,"Lisa volunteers for a future permanent migration to Mars, much to Marge's chagrin. As she searches for a way to convince Lisa not to go, Marge hits upon the most devious strategy of all, and volunteers to go along for the ride. Will the Simpson girls be mankind's first residents of the Red Planet?"
591,2016-04-03,591,/episode/591.webp,The Burns Cage,27,"When Smithers is devastated by Burns’ lack of affection towards him, Homer becomes tenacious to find Smithers a partner. Meanwhile, after he orchestrates the removal of the lead role in the school’s stage production of “Casablanca,” Milhouse serves as a terrible understudy, which frustrates his co-star, Lisa."
592,2016-04-10,592,/episode/592.webp,How Lisa Got Her Marge Back,27,"Marge takes Lisa on a girls’s weekend touristy trip to Capital City, where they attend a performance of Bad News Bears: The Musical starring  Andrew Rannells. During a backstage meet-and-greet after the show,  Andrew Rannells reminds Lisa — who is going through a rough spell with Marge — that she should feel lucky to have such a great mom. Meanwhile, Bart becomes frustrated that everyone expects his pranks, so he bonds with Maggie to trick people."
593,2016-04-24,593,/episode/593.webp,Fland Canyon,27,"Homer recalls a tense family vacation to the Grand Canyon with the Flanders family. At first, the Flanders' perfection puts the families at odds, but when they get stranded and Ned and Homer go for help, the families finally bond with each other."
594,2016-05-08,594,/episode/594.webp,To Courier with Love,27,"The episode starts with a flashback to the Stone age (50,000 years ago), ""The Invention of Motherhood"" with a prehistoric Homer, Bart, Lisa and Maggie lookalikes doing their shenanigans while a Marge lookalike tries to keep everything in order. The episode fast forwards to the present day, with the family still doing their usual shenanigans while Marge tries to maintain order. She manages to convince Homer to clean the garage, and in the process he finds a rare Morgan Motors vehicle that was probably left behind by the previous owner, and chooses to keep the car for himself."
595,2016-05-15,595,/episode/595.webp,Simprovised,27,"After butchering a speech in front of all his friends at work, Homer turns to improvisation comedy to regain his confidence in his public speaking talents. Meanwhile, Marge offers to rebuild Bart’s lackluster treehouse, but tensions escalate when Bart questions her building skills."
596,2016-05-22,596,/episode/596.webp,Orange is the New Yellow,27,"When Marge gets arrested for letting Bart go to the park unsupervised, she serves time only to realize that prison is a welcome break from the demands of her life as a mother and wife. In her absence, Homer struggles to manage all of the parenting and household responsibilities that Marge predominantly handles."
597,2016-09-25,597,/episode/597.webp,Monty Burns' Fleeing Circus,28,"When Springfield is burned to the ground, the Simpsons beg Mr. Burns to fund its rebuilding. Burns agrees - with one condition: he gets to put on a variety show at the Springfield Bowl."
598,2016-10-02,598,/episode/598.webp,Friends and Family,28,"Mr. Burns hires the Simpsons to play his live-in virtual reality family, but excludes Homer so that he may play dad. Now lonesome, Homer finds a new best friend in girl-next-door Julia, who eats, drinks and thinks just like him."
599,2016-10-09,599,/episode/599.webp,The Town,28,"After Homer catches Bart rooting for Springfield's football rival, the Boston Americans, he plans a family ""hate-cation"" trip to Boston in an attempt to show Bart that Boston is a terrible city."
600,,600,/episode/600.webp,Treehouse of Horror XXVII,28,This year's shocking stories are:
601,2016-10-23,601,/episode/601.webp,Trust But Clarify,28,"Lisa and Bart investigate Krusty's suspicious new ""Krustaceans"" candy. Meanwhile, Homer wants a promotion at the nuclear plant and asks Marge to help him dress for the part, and news anchorman Kent Brockman struggles to find his position in the changing media world."
602,2016-11-06,602,/episode/602.webp,There Will Be Buds,28,"Homer gets roped into coaching the kids' lacrosse team with Milhouse's father, Kirk, who is in desperate need of a friend. When Kirk gets too clingy, Homer vents about how much of a loser he is. Kirk overhears this rant and disappears, right when the team needs him most: for the championship game."
603,2016-11-13,603,/episode/603.webp,Havana Wild Weekend,28,"When the Retirement Castle and the V.A. Hospital can't solve Grampa's health issues, the Simpsons decide to take a family trip to Cuba to get him cheap medical care."
604,2016-11-20,604,/episode/604.webp,Dad Behavior,28,"Homer finds a new app that makes his life much easier and outsources his father-son bonding. Meanwhile, Grampa finds out he is about to become a father again."
605,2016-12-04,605,/episode/605.webp,The Last Traction Hero,28,"An accident places Homer in a cast, and in a position to sue Mr. Burns. This leaves Marge unfulfilled, so she turns to an unexpected source for romance. Meanwhile, Lisa is proclaimed ""Bus Monitor"" and tries to keep the peace."
606,2016-12-11,606,/episode/606.webp,The Nightmare After Krustmas,28,"Krusty tries to impress his daughter as they spend Christmas with The Simpsons. Meanwhile, Reverend Lovejoy seeks converts after church attendance plummets, and Maggie is haunted by a spooky Christmas toy."
607,2017-01-08,607,/episode/607.webp,Pork and Burns,28,"When Marge becomes obsessed with a Japanese style of living, the Simpsons must part with any item that no longer brings them joy. For Homer, this means finding a new home for the family pig. For Lisa, it means saying goodbye to her beloved saxophone."
608,2017-01-15,608,/episode/608.webp,The Great Phatsby (1),28,"Mr. Burns tries to relive his glory days and crosses paths with a mysterious music mogul. After getting conned by him and reduced to bankruptcy, Burns seeks revenge on the music producer with the help of Homer, Bart, rapper Jazzy James, and the mogul's ex-wife, Praline. Also, Lisa is courted by the richest child in town, Waylon Smithers, Jr. begins a perilous journey, and Marge opens an obscure boutique store."
609,2017-01-15,609,/episode/609.webp,The Great Phatsby (2),28,"Mr. Burns tries to relive his glory days and crosses paths with a mysterious music mogul. After getting conned by him and reduced to bankruptcy, Burns seeks revenge on the music producer with the help of Homer, Bart, rapper Jazzy James, and the mogul's ex-wife, Praline. Also, Lisa is courted by the richest child in town, Waylon Smithers, Jr. begins a perilous journey, and Marge opens an obscure boutique store."
610,2017-02-12,610,/episode/610.webp,Fatzcarraldo,28,"When all of the fast food restaurants in Springfield become healthy, Homer turns to the last bastion of greasy food for comfort - and digs up some childhood memories along the way. Meanwhile, Lisa must find a good news story when the future of her school radio station is put in jeopardy."
611,2017-02-19,611,/episode/611.webp,The Cad and the Hat,28,"When Bart betrays Lisa, he has to deal with his guilt – literally. Meanwhile, Springfield is surprised when Homer is revealed to be a chess savant."
612,2017-03-05,612,/episode/612.webp,Kamp Krustier,28,"When Bart and Lisa return home abruptly after a traumatic incident at Kamp Krusty, they put an end to Homer and Marge's romantic encounters. Without sex to distract him, Homer becomes a more productive worker and caring husband, but Marge misses the old Homer. Meanwhile, Bart and Lisa return to camp to confront the source of their trauma."
613,2017-03-12,613,/episode/613.webp,22 For 30,28,"Bart goes from delinquent with detention to the star basketball player at Springfield Elementary. Lisa covers Bart's success for the school paper, and Homer becomes the team's coach. But matters go awry when Bart gets involved with the mafia."
614,2017-03-19,614,/episode/614.webp,A Father's Watch,28,"Worried that Bart is destined for failure, Marge turns to a series of parenting ""experts"" for advice. Homer chooses to cash in on an expert's advice by opening up a trophy store in Springfield. Meanwhile, Bart gets some needed encouragement from Grampa, who gives him a precious watch coveted by Homer."
615,2017-04-02,615,/episode/615.webp,The Caper Chase,28,"Mr. Burns opens his own university (a la Donald Trump) after visiting his alma mater, Yale, and discovering how politically correct it's become."
616,,616,/episode/616.webp,Looking for Mr. Goodbart,28,"Bart gets in trouble on Grandparents Day at school and is forced to hang out with Skinner's mother as punishment. After spending time with various grandmas in the neighborhood, he learns the benefits of hanging out with the elderly, but eventually recognizes the dangers of taking advantage of them. Meanwhile, Peekimon Get, a parody of Pokémon Go, has taken over the town of Springfield."
617,2017-05-07,617,/episode/617.webp,Moho House,28,"Homer and Marge attempt to work on their marriage, not realizing that Mr. Burns and Nigel have a bet on whether Nigel can bisect them apart. With the successful, albeit unconventional, help of Moe, the couple gets back their mojo."
618,2017-05-21,618,/episode/618.webp,Dogtown,28,"When Homer's court case determines that a dog's life is more profitable than the one of a human, the status of man's best friend rises in Springfield. When the dogs recognize their new position of power, they assert their dominance over the humans."
619,,619,/episode/619.webp,The Serfsons,29,"In a magical medieval world, Marge's mother is turned into an Ice Walker, and the only way for Homer to seek the cure is to make Lisa perform illegal magic. When the King discovers this attempt, he kidnaps Lisa, and Homer must lead a feudal uprising to rescue her."
620,2017-10-08,620,/episode/620.webp,Springfield Splendor,29,"Marge and Lisa turn Lisa's sad experience into a successful graphic novel-turned-Broadway show, but they struggle with creative differences and egos."
621,2017-10-15,621,/episode/621.webp,Whistler's Father,29,"Homer discovers that Maggie is a whistling savant and launches her baby-celebrity career. Meanwhile, Marge impresses Fat Tony with her interior design taste, and he hires her to style his brothel."
622,2017-10-22,622,/episode/622.webp,Treehouse of Horror XXVIII,29,The Sweets Hereafter: The Simpsons are Halloween candies living in fear of being eaten.
623,2017-11-05,623,/episode/623.webp,Grampy Can Ya Hear Me,29,Grampa gets a hearing aid and finally hears what everyone has been saying about him.
624,,624,/episode/624.webp,The Old Blue Mayor She Ain't What She Used to Be,29,"Frustrated with the local government, Marge plans to run for Mayor. To win public support, she begins making Homer the butt of her jokes."
625,,625,/episode/625.webp,Singin' in the Lane,29,"Homer and the guys reunite their old bowling team to cheer up Moe, only to end up in fierce competition with a team of arrogant millionaires. Meanwhile, Lisa and Marge try to teach Bart that money isn't everything."
626,2017-12-03,626,/episode/626.webp,Mr. Lisa's Opus,29,"Lisa's version of ""Barthood"". First, Homer discovers how smart she is, then she will go to college, and finally being scared after getting out of Springfield. Meanwhile, Ned will try to cure Homer of his alcohol problem."
627,2017-12-10,627,/episode/627.webp,Gone Boy,29,"Winter is ruined for Springfield when Bart falls into an underground missile silo, leading the town to put together a search party to find him. After most give up hope, Sideshow Bob manipulates Milhouse into revealing where Bart is hiding."
628,2018-01-07,628,/episode/628.webp,Haw-Haw Land,29,"When the Simpsons go to a STEM conference, Lisa falls for a crooning jazz pianist named Brendan Beiderbecke. After seeing the pair together, Nelson becomes jealous because of his past relationship with Lisa and tries to win her over instead, making Milhouse get caught in the same love triangle over Lisa. Meanwhile, Homer and Marge become suspicious when Bart discovers that he has an affinity for chemistry, leaving everyone to wonder just what he is up to."
629,2018-01-14,629,/episode/629.webp,Frink Gets Testy,29,"Mr. Burns builds a doomsday ark after believing that the end of the world is near when he watches an old Orson Welles show about Nostradamus. Professor Frink comes up with a new way of testing the citizens of Springfield after Burns wants a test to determine who should go on a spacecraft with him. The results shake the Simpson family to their core, as Homer is dismayed to find he has the lowest possible score, while Lisa becomes obsessed with finding out how Ralph scored higher than she did."
630,2018-03-18,630,/episode/630.webp,Homer Is Where the Art Isn't,29,"When Homer is accused of stealing a million-dollar painting, only a detective from the 1970s can clear his name, or send him to jail."
631,2018-03-25,631,/episode/631.webp,3 Scenes Plus a Tag from a Marriage,29,"While visiting their old apartment in Capital City, Homer and Marge recount the story of their transition from loving their lifetime without kids to being miserable parents."
632,2018-04-01,632,/episode/632.webp,Fears of a Clown,29,"In a re-imagining of Stephen King's novel It, the entire faculty at Springfield Elementary School pranks Bart, forcing him to seek revenge by making them wear clown masks, only to cause the entire town to start fearing clowns, destroying Krusty's career. While a tortured Krusty tries his hand at serious drama with a regional theater company, Marge convinces a judge to send Bart to a rehabilitation camp in order to try to cure him of pulling pranks."
633,2018-04-08,633,/episode/633.webp,No Good Read Goes Unpunished,29,"In an attempt to bring the family back together, Marge forces everyone to hand in their electronics and take a trip to a book store."
634,2018-04-15,634,/episode/634.webp,King Leer,29,Homer and Marge find out that Moe is having a big battle with his father Morty. The pair tries to reconnect their relationship.
635,2018-04-22,635,/episode/635.webp,Lisa Gets the Blues,29,"Dewey Largo tells Lisa that she is just a big fish in a small pond, and that she is not a good musician. Initially, the Simpson family was supposed to go to Gainesville, Florida, to visit Eunice Bouvier for her birthday, but their flight to Gainesville gets rerouted to New Orleans instead. To cheer her up, the rest of the Simpson family goes with Lisa to Jazz Fest. While there, Lisa is forced to face her failures, and regain her confidence as a jazz musician."
636,2018-04-29,636,/episode/636.webp,Forgive and Regret,29,Abe Simpson admits to Homer about his correlation and comes to realize that the issue will not be easy to reconcile when he makes a recovery.
637,2018-05-06,637,/episode/637.webp,Left Behind,29,"Homer gets Ned Flanders a job at the plant, and he soon learns that no good deed goes unpunished when Flanders starts to insist on carpools and demands more from Homer's work performance. Meanwhile, Marge believes that their marriage has lost its spark."
638,,638,/episode/638.webp,Throw Grampa from the Dane,29,"After receiving an insurance payout, Grampa and his family plan to go to Denmark so that the former can benefit from the country's free healthcare."
639,,639,/episode/639.webp,Flanders' Ladder,29,"After getting struck by lightning, Bart receives visits from ghosts, who want closure only he can provide."
640,,640,/episode/640.webp,Bart's Not Dead,30,"Bart takes a dare, and ends up in the hospital. To cover for himself and Homer, he says he went to Heaven and met Jesus. Christian producers offer the Simpsons a movie deal, which Homer takes. But Bart can't deal with the guilt and comes clean to Marge after the movie is finished."
641,,641,/episode/641.webp,Heartbreak Hotel,30,Marge and Homer's marriage is tested when they travel to a tropical island to compete for a million dollars on Marge's favorite reality competition show.
642,,642,/episode/642.webp,My Way or the Highway to Heaven,30,"God and St. Peter contemplate what merits a soul getting into heaven, while citizens of Springfield remember their divine encounters."
643,,643,/episode/643.webp,Treehouse of Horror XXIX,30,"This year, we have Homer winning an eating contest against the mythical Cthulhu, Springfield overrun by plant body-snatchers, Bart and Milhouse living in fear of Lisa's multiple personality disorder, and Mr. Burns opening a retirement home filled with literal old fossils."
644,2018-11-04,644,/episode/644.webp,Baby You Can't Drive My Car,30,"A self-driving car company comes to Springfield, poaching all of the power plant employees with their fun work environment."
645,2018-11-11,645,/episode/645.webp,From Russia Without Love,30,"On a mission to play hardcore pranks, Bart, Milhouse, and Nelson get Moe a mail-order bride on the Dark Web."
646,2018-11-18,646,/episode/646.webp,Werking Mom,30,"Marge wants a job, and stumbles into becoming a plastic food storage container-selling drag queen. Meanwhile, Lisa tries to make the world better in the style of Amelie."
647,2018-11-25,647,/episode/647.webp,Krusty the Clown,30,"Homer finds his calling as a TV recapper, but his harsh grading causes a brawl with Krusty. After almost killing Homer, Krusty hides out at a real circus, and finds happiness there."
648,2018-12-02,648,/episode/648.webp,Daddicus Finch,30,"Lisa and Homer's bond gets stronger when they start spending real quality time together, and Bart feels neglected. So Marge tries to help Homer balance his attention between the kids."
649,2018-12-09,649,/episode/649.webp,'Tis the 30th Season,30,"After a failed Black Friday shopping spree, Marge is determined to fix Christmas. However, Homer and the kids surprise Marge with a vacation to a Florida resort."
650,2019-01-06,650,/episode/650.webp,Mad About the Toy,30,"When Marge and Homer leave Grampa to babysit the kids, some little green army men trigger a PTSD episode, sending the family on a journey to Grampa's past to when he was a post-war toy model."
651,2019-01-13,651,/episode/651.webp,The Girl on the Bus,30,"When Lisa spots a new best friend from the window of the bus, she gets a taste of what life could be like with a different, more cultured family, and proceeds to try and live a double life."
652,2019-02-10,652,/episode/652.webp,I'm Dancing as Fat as I Can,30,Marge gets upset when Homer watches a TV show without her.
653,2019-02-17,653,/episode/653.webp,The Clown Stays in the Picture,30,"Krusty the Clown tells the story of the time he was making a live-action film adaption of The Sands of Space. During this story, Homer and Marge has recently started dating and they took part in making the movie, as one of their early dates."
654,2019-03-03,654,/episode/654.webp,101 Mitigations,30,"After Homer steals Comic Book Guy’s car, he must either prove his innocence in court or reconcile with the jilted nerd."
655,2019-03-10,655,/episode/655.webp,I Want You (She's So Heavy),30,"When a romantic night ends in injury, Marge recovers by taking up kite boarding while Homer bonds with his hallucinated hernia. Lisa attempts to fix her parents' strained relationship by seeking advice from an unlikely source."
656,2019-03-17,656,/episode/656.webp,E My Sports,30,"Bart and his friends form an E Sports team and enter the world championships in South Korea, with Homer coaching them. Lisa and Marge visit places in Korea and make Homer understand a new reality."
657,2019-03-24,657,/episode/657.webp,Bart vs. Itchy & Scratchy,30,"Krusty releases an all-female reboot of Itchy & Scratchy, with Bart and his male friends boycotting the show. Bart joins an all-woman protest group at school after getting caught liking the show."
658,2019-03-31,658,/episode/658.webp,Girl's in the Band,30,"The director of the Capitol City Philharmonic takes notice of Lisa’s talent and attempts to convince her to join them, which upsets her band teacher; Homer inadvertently puts strain on the family when he works extra shifts to support Lisa."
659,2019-04-07,659,/episode/659.webp,I'm Just a Girl Who Can't Say D'oh,30,"Marge becomes director of Springfield's local theater, armed with Lisa’s script resembling ""Hamilton."" Meanwhile, Homer joins a baby class with Maggie, where he takes a liking to supervisor Chloe."
660,2019-04-28,660,/episode/660.webp,D'oh Canada,30,"When the Simpson family go to Niagara Falls, Lisa goes over the Falls and is mistakenly given asylum in Canada. When Marge goes to Canada to rescue Lisa, they begin to re-evaluate their love for America."
661,2019-05-05,661,/episode/661.webp,Woo-hoo Dunnit?,30,"When Lisa's college fund goes missing, the documentary crime series ""Deadline Springfield"" goes in-depth to solve the case."
662,2019-05-12,662,/episode/662.webp,Crystal Blue-Haired Persuasion,30,"Mr. Burns cuts children's health care benefits for everyone at the Springfield Nuclear Power Plant. As the Simpson family cannot afford medication for Bart's ADD, Marge tries out some healing crystals on Bart as a cheaper solution. She starts selling them to other people and word on the street spreads when the crystals help Bart get better grades, or do they?"
663,,663,/episode/663.webp,The Winter of Our Monetized Content,31,"When a video of Bart and Homer fighting goes viral, they begin a journey as social media celebrities. Meanwhile, Lisa battles the school's new industrialized detention system."
664,2019-10-06,664,/episode/664.webp,Go Big or Go Homer,31,"Homer is demoted to supervising interns, among whom is go-getter millennial Mike, a 35-year-old who asks Homer to be his mentor. However, when Homer inspires Mike to start a business of his own, the two find themselves being chased by the mob."
665,2019-10-13,665,/episode/665.webp,The Fat Blue Line,31,"During the San Castellaneta street festival, much of the town realizes their wallets have been pickpocketed. After the state investigator puts the wrong man in jail, Chief Wiggum sets out to clear his name, catch the real criminal, and show he's still up for police work."
666,2019-10-20,666,/episode/666.webp,Treehouse of Horror XXX,31,"The thirtieth Treehouse of Horror features a demon Maggie, a mission to rescue Milhouse from another dimension, dead-Homer's spirit trying on some new bodies for size, and Selma finally finding love in an unlikely place - the alien in the basement."
667,2019-11-03,667,/episode/667.webp,Gorillas on the Mast,31,"After a trip to Aquatraz Water Park, Lisa becomes determined to set free Springfield's most vicious animals in captivity. Meanwhile, Homer fulfills a lifelong dream of buying a boat, and quickly realizes boat ownership sucks."
668,2019-11-10,668,/episode/668.webp,Marge the Lumberjill,31,"When Marge realizes that everyone views her as boring, she takes up competitive lumber-jacking as a hobby and has a real gift for it. The circuit of competitive timber sports takes her on a month-long retreat to Portland with her trainer, Paula, who Homer worries is going to steal her away forever."
669,2019-11-17,669,/episode/669.webp,Livin' La Pura Vida,31,"The Simpsons join other Springfield families on the Van Houtens' annual trip to Costa Rica, which they obviously can't afford. While there, Homer befriends Patty's new girlfriend, Evelyn, and Lisa tracks down the real reason the Van Houtens can go on this trip every year."
670,2019-11-24,670,/episode/670.webp,Thanksgiving of Horror,31,"In a special Thanksgiving edition of ""Treehouse of Horror,"" The Simpsons are forced to face various Thanksgiving nightmares, including the first Thanksgiving, an A.I. mishap and a dangerous space mission complicated by a sentient cranberry sauce."
671,2019-12-01,671,/episode/671.webp,"Todd, Todd, Why Hast Thou Forsaken Me?",31,"Todd blames God for the death of his mother and rejects his faith - causing great distress for Ned, who sends him to live with the Simpsons in an attempt to scare him back into God's arms."
672,,672,/episode/672.webp,"Bobby, It's Cold Outside",31,"Sideshow Bob gets contracted as this year's mall Santa. Meanwhile, someone is stealing all the Christmas packages off people's front porches."
673,2020-01-05,673,/episode/673.webp,Hail to the Teeth,31,"Homer and Marge attend Artie Ziff's wedding and become quite uncomfortable when they realize that his bride-to-be is a clone of Marge. Meanwhile, Lisa grapples with the misogynistic implications of the immediate popularity she receives after getting her new Invisalign braces."
674,2020-02-16,674,/episode/674.webp,The Miseducation of Lisa Simpson,31,"The Sea Captain finds a treasure he's been searching for all his life, but it's taken from him by the townspeople. Marge convinces the people of Springfield to build a S.T.E.M. school with the money."
675,2020-02-23,675,/episode/675.webp,Frinkcoin,31,
676,2020-03-01,676,/episode/676.webp,Bart the Bad Guy,31,"Bart accidentally sees a brand-new superhero movie a month before it comes out... and the world cowers before his newfound plot-spoiling powers. Thus, a new super-villain is born: Spoiler Boy! Can heroic movie executives stop Bart before he succumbs to the temptations of ultimate evil?"
677,2020-03-08,677,/episode/677.webp,Screenless,31,"When Marge notes that the family is on their screens, she makes them stop using them, but it is soon discovered that even Marge cannot avoid screens herself."
678,2020-03-15,678,/episode/678.webp,Better Off Ned (episode),31,"Bart bonds with Ned Flanders, which leaves Homer jealous, so he retaliates by mentoring Nelson Muntz. Then, a heroic act by Homer makes Bart look up to him again."
679,2020-03-22,679,/episode/679.webp,Highway to Well,31,"Marge gets a job at a high-end marijuana dispensary, but when Otto just wants to ""score some weed"", Homer and Moe open a competing dispensary that features the experience of buying it illegally... which Marge has to get shut down if she wants to keep her own job."
680,,680,/episode/680.webp,The Incredible Lightness of Being a Baby,31,"When Maggie reunites with Baby Hudson (from ""Playdate with Destiny""), Marge won't let her play with her new baby crush because of his annoying mother, leading Maggie into a depressive spiral. Meanwhile, Cletus comes across quite a bit of money and becomes a helium tycoon, so Mr. Burns wants Homer to help him obtain it."
681,2020-04-26,681,/episode/681.webp,Warrin' Priests (Part One),31,"When Bode, a young charismatic new preacher, comes to town and shakes things up at church.  While many people take a liking to Bode Ned Flanders views the new priest as evil just because his preachings are different.  Lisa also starts to really see Bode as a role model especially since he helps all people regardless of their religion, even Marge and Homer have their issues resolved.  Eventually the church dismisses Revered Lovejoy from his service and is unemployed.  However after learning that Bode was actually sent away, Reverend Lovejoy and Helen leave to investigates Bode's mysterious past."
682,2020-05-03,682,/episode/682.webp,Warrin' Priests (Part Two),31,"In Michigan, Reverend Lovejoy uncovers the reason why Bode left and came to Springfield. When the congregation learns of his crime, they must decide whether to banish their new priest.  Meanwhile Flanders is getting fed up with Bode's preaching methods but Lisa starts to see Bode as a great idol (Marge does remind Lisa that almost every time Lisa has had an adult influence, it doesn't really end well)."
683,2020-05-10,683,/episode/683.webp,The Hateful Eight-Year-Olds,31,"Lisa makes a new friend who loves horses, but then becomes part of a circle of snooty young rich girls. Meanwhile, Homer takes Marge on a romantic cruise."
